Year of Birth,Gender,Ethnicity,Child's First Name,Count
2011,female,asian and pacific islander,aisha,13
2011,female,asian and pacific islander,alexandra,13
2011,female,asian and pacific islander,amber,13
2011,female,asian and pacific islander,brianna,13
2011,female,asian and pacific islander,erin,13
2011,female,asian and pacific islander,gianna,13
2011,female,asian and pacific islander,jannat,13
2011,female,asian and pacific islander,khloe,13
2011,female,asian and pacific islander,lauren,13
2011,female,asian and pacific islander,melody,13
2011,female,asian and pacific islander,rebecca,13
2011,female,asian and pacific islander,selena,13
2011,female,asian and pacific islander,yu,13
2017,female,black non hispanic,alana,13
2017,female,black non hispanic,jada,13
2017,female,black non hispanic,jordan,13
2017,female,black non hispanic,kadiatou,13
2017,female,black non hispanic,khadija,13
2017,female,black non hispanic,khloe,13
2017,female,black non hispanic,melody,13
2017,female,black non hispanic,milani,13
2017,female,black non hispanic,penelope,13
2017,female,black non hispanic,rylee,13
2017,female,black non hispanic,sariah,13
2017,female,black non hispanic,sydney,13
2018,female,asian and pacific islander,chelsea,13
2018,female,asian and pacific islander,clara,13
2018,female,asian and pacific islander,eliana,13
2018,female,asian and pacific islander,gianna,13
2018,female,asian and pacific islander,julia,13
2018,female,asian and pacific islander,kaia,13
2018,female,asian and pacific islander,madeleine,13
2018,female,asian and pacific islander,myra,13
2018,female,asian and pacific islander,phoebe,13
2018,female,asian and pacific islander,samara,13
2018,female,asian and pacific islander,sara,13
2018,female,asian and pacific islander,skylar,13
2014,female,asian and pacific islander,annabelle,13
2014,female,asian and pacific islander,arianna,13
2014,female,asian and pacific islander,chelsea,13
2014,female,asian and pacific islander,isabel,13
2014,female,asian and pacific islander,jannat,13
2014,female,asian and pacific islander,karina,13
2014,female,asian and pacific islander,layla,13
2014,female,asian and pacific islander,lydia,13
2014,female,asian and pacific islander,megan,13
2014,female,asian and pacific islander,noor,13
2014,female,asian and pacific islander,phoebe,13
2014,female,asian and pacific islander,samara,13
2015,female,black non hispanic,aissatou,13
2015,female,black non hispanic,ariah,13
2015,female,black non hispanic,christina,13
2015,female,black non hispanic,leila,13
2015,female,black non hispanic,zendaya,13
2018,female,black non hispanic,arianna,13
2018,female,black non hispanic,brianna,13
2018,female,black non hispanic,brooke,13
2018,female,black non hispanic,cali,13
2018,female,black non hispanic,emmanuella,13
2018,female,black non hispanic,hope,13
2018,female,black non hispanic,jade,13
2018,female,black non hispanic,jordyn,13
2018,female,black non hispanic,kehlani,13
2018,female,black non hispanic,khadija,13
2018,female,black non hispanic,maliyah,13
2018,female,black non hispanic,melody,13
2014,female,black non hispanic,aissatou,13
2014,female,black non hispanic,alexis,13
2014,female,black non hispanic,dakota,13
2014,female,black non hispanic,jayda,13
2014,female,black non hispanic,jordan,13
2014,female,black non hispanic,journey,13
2014,female,black non hispanic,khadijah,13
2014,female,black non hispanic,kimora,13
2014,female,black non hispanic,leilani,13
2014,female,black non hispanic,miracle,13
2014,female,black non hispanic,nahla,13
2014,female,black non hispanic,oumou,13
2014,female,black non hispanic,tiana,13
2014,female,black non hispanic,tianna,13
2014,female,black non hispanic,zendaya,13
2016,female,asian and pacific islander,amaya,13
2016,female,asian and pacific islander,angel,13
2016,female,asian and pacific islander,elsa,13
2016,female,asian and pacific islander,haniya,13
2016,female,asian and pacific islander,lucy,13
2016,female,asian and pacific islander,sharon,13
2013,female,asian and pacific islander,anika,13
2013,female,asian and pacific islander,elena,13
2013,female,asian and pacific islander,helen,13
2013,female,asian and pacific islander,inaaya,13
2013,female,asian and pacific islander,isabel,13
2013,female,asian and pacific islander,josephine,13
2013,female,asian and pacific islander,keira,13
2013,female,asian and pacific islander,lauren,13
2013,female,asian and pacific islander,miranda,13
2013,female,asian and pacific islander,scarlett,13
2013,female,asian and pacific islander,stella,13
2013,female,asian and pacific islander,stephanie,13
2013,female,asian and pacific islander,summer,13
2013,female,asian and pacific islander,sydney,13
2013,female,asian and pacific islander,tina,13
2017,female,asian and pacific islander,aleena,13
2017,female,asian and pacific islander,alexandra,13
2017,female,asian and pacific islander,alyssa,13
2017,female,asian and pacific islander,carina,13
2017,female,asian and pacific islander,crystal,13
2017,female,asian and pacific islander,elaine,13
2017,female,asian and pacific islander,janice,13
2017,female,asian and pacific islander,kelly,13
2017,female,asian and pacific islander,mahnoor,13
2017,female,asian and pacific islander,queenie,13
2017,female,asian and pacific islander,rebecca,13
2017,female,asian and pacific islander,serena,13
2017,female,asian and pacific islander,sylvia,13
2017,female,asian and pacific islander,vicky,13
2017,female,asian and pacific islander,winnie,13
2015,female,asian and pacific islander,aiza,13
2015,female,asian and pacific islander,alexandra,13
2015,female,asian and pacific islander,amanda,13
2015,female,asian and pacific islander,angel,13
2015,female,asian and pacific islander,arisha,13
2015,female,asian and pacific islander,caroline,13
2015,female,asian and pacific islander,eileen,13
2015,female,asian and pacific islander,janice,13
2015,female,asian and pacific islander,jocelyn,13
2015,female,asian and pacific islander,lucy,13
2015,female,asian and pacific islander,queena,13
2015,female,asian and pacific islander,ruby,13
2015,female,asian and pacific islander,samaira,13
2015,female,asian and pacific islander,winnie,13
2016,female,black non hispanic,addison,13
2016,female,black non hispanic,alexis,13
2016,female,black non hispanic,christina,13
2016,female,black non hispanic,danielle,13
2016,female,black non hispanic,eva,13
2016,female,black non hispanic,gianna,13
2016,female,black non hispanic,joy,13
2016,female,black non hispanic,mackenzie,13
2011,female,black non hispanic,addison,13
2011,female,black non hispanic,aissatou,13
2011,female,black non hispanic,alexis,13
2011,female,black non hispanic,aria,13
2011,female,black non hispanic,ariana,13
2011,female,black non hispanic,janiya,13
2011,female,black non hispanic,kennedy,13
2011,female,black non hispanic,kiara,13
2011,female,black non hispanic,leilani,13
2011,female,black non hispanic,lyric,13
2011,female,black non hispanic,michelle,13
2011,female,black non hispanic,nahla,13
2011,female,black non hispanic,saniya,13
2011,female,black non hispanic,saniyah,13
2011,female,black non hispanic,symphony,13
2011,female,black non hispanic,tianna,13
2011,female,black non hispanic,zaria,13
2012,female,white non hispanic,alisha,13
2012,female,white non hispanic,arya,13
2012,female,white non hispanic,doris,13
2012,female,white non hispanic,karen,13
2012,female,white non hispanic,kelly,13
2012,female,white non hispanic,kimberly,13
2012,female,white non hispanic,layla,13
2012,female,white non hispanic,lydia,13
2012,female,white non hispanic,maryam,13
2012,female,white non hispanic,sherry,13
2012,female,white non hispanic,sydney,13
2012,female,black non hispanic,aissatou,13
2012,female,black non hispanic,alani,13
2012,female,black non hispanic,angelina,13
2012,female,black non hispanic,ayanna,13
2012,female,black non hispanic,hawa,13
2012,female,black non hispanic,kiara,13
2012,female,black non hispanic,oumou,13
2012,female,black non hispanic,sasha,13
2012,female,black non hispanic,skye,13
2012,female,black non hispanic,tori,13
2013,female,black non hispanic,aicha,13
2013,female,black non hispanic,angel,13
2013,female,black non hispanic,camille,13
2013,female,black non hispanic,dakota,13
2013,female,black non hispanic,danielle,13
2013,female,black non hispanic,egypt,13
2013,female,black non hispanic,eva,13
2013,female,black non hispanic,isabelle,13
2013,female,black non hispanic,jaliyah,13
2013,female,black non hispanic,kadiatou,13
2013,female,black non hispanic,kiara,13
2013,female,black non hispanic,kimora,13
2013,female,black non hispanic,kylee,13
2013,female,black non hispanic,melanie,13
2013,female,black non hispanic,sariah,13
2013,female,black non hispanic,wynter,13
2018,male,asian and pacific islander,ahmad,13
2018,male,asian and pacific islander,anson,13
2018,male,asian and pacific islander,ashton,13
2018,male,black non hispanic,august,13
2018,male,black non hispanic,bryan,13
2018,male,asian and pacific islander,christian,13
2018,male,asian and pacific islander,colin,13
2018,male,asian and pacific islander,elias,13
2018,male,black non hispanic,ibrahima,13
2018,male,black non hispanic,john,13
2018,male,asian and pacific islander,kabir,13
2018,male,black non hispanic,kamari,13
2018,male,black non hispanic,moussa,13
2018,male,asian and pacific islander,sean,13
2018,male,asian and pacific islander,timothy,13
2018,male,asian and pacific islander,tyler,13
2018,male,asian and pacific islander,veer,13
2019,male,black non hispanic,adam,13
2019,male,black non hispanic,alex,13
2019,male,black non hispanic,hassan,13
2019,male,black non hispanic,jayceon,13
2019,male,black non hispanic,kyle,13
2019,male,black non hispanic,major,13
2019,male,black non hispanic,makai,13
2019,male,black non hispanic,oumar,13
2019,male,asian and pacific islander,anson,13
2019,male,asian and pacific islander,connor,13
2019,male,asian and pacific islander,john,13
2019,male,asian and pacific islander,levi,13
2019,male,asian and pacific islander,louis,13
2019,male,asian and pacific islander,miles,13
2019,male,asian and pacific islander,theo,13
2019,female,black non hispanic,anaya,12
2019,female,black non hispanic,arianna,12
2019,female,black non hispanic,cali,12
2019,female,black non hispanic,elizabeth,12
2019,female,black non hispanic,eva,12
2019,female,black non hispanic,jewel,12
2019,female,black non hispanic,kori,12
2019,female,black non hispanic,londyn,12
2019,female,black non hispanic,luna,12
2019,female,black non hispanic,maryam,12
2019,female,black non hispanic,nia,12
2019,female,black non hispanic,skylah,12
2019,female,asian and pacific islander,alexandra,12
2019,female,asian and pacific islander,cecilia,12
2019,female,asian and pacific islander,daisy,12
2019,female,asian and pacific islander,erin,12
2019,female,asian and pacific islander,iris,12
2019,female,asian and pacific islander,isla,12
2019,female,asian and pacific islander,joy,12
2019,female,asian and pacific islander,karen,12
2019,female,asian and pacific islander,kiara,12
2019,female,asian and pacific islander,lily,12
2019,female,asian and pacific islander,mariam,12
2019,female,asian and pacific islander,ophelia,12
2019,female,asian and pacific islander,zoya,12
2011,female,asian and pacific islander,aleena,12
2011,female,asian and pacific islander,aliyah,12
2011,female,asian and pacific islander,aria,12
2011,female,asian and pacific islander,arya,12
2011,female,asian and pacific islander,cecilia,12
2011,female,asian and pacific islander,christy,12
2011,female,asian and pacific islander,diya,12
2011,female,asian and pacific islander,elena,12
2011,female,asian and pacific islander,erika,12
2011,female,asian and pacific islander,isabel,12
2011,female,asian and pacific islander,jia,12
2011,female,asian and pacific islander,mandy,12
2011,female,asian and pacific islander,mina,12
2011,female,asian and pacific islander,shirley,12
2017,female,black non hispanic,ashley,12
2017,female,black non hispanic,celine,12
2017,female,black non hispanic,empress,12
2017,female,black non hispanic,joy,12
2017,female,black non hispanic,kimora,12
2017,female,black non hispanic,leila,12
2017,female,black non hispanic,lyric,12
2017,female,black non hispanic,mckenzie,12
2017,female,black non hispanic,royalty,12
2017,female,black non hispanic,sevyn,12
2017,female,black non hispanic,skylah,12
2018,female,asian and pacific islander,abby,12
2018,female,asian and pacific islander,aliza,12
2018,female,asian and pacific islander,annika,12
2018,female,asian and pacific islander,eileen,12
2018,female,asian and pacific islander,elina,12
